Well,Cell_cnt,Large_nuc_ratio,Nofoci_cell_cnt,Nofoci_cell_ratio,Green_cell_cnt,Red_cell_cnt,Mean_green_foci_cnt,Mean_red_foci_cnt,Green_1foci_ratio,Green_2foci_ratio,Green_3_foci_ratio,Green_4foci_ratio,Green_5+foci_ratio,Red_1foci_ratio,Red_2foci_ratio,Red_3_foci_ratio,Red_4foci_ratio,Red_5+foci_ratio,Green_far_foci_ratio,Red_far_foci_ratio,Total_far_foci_ratio,1R1G_nuc_ratio,1R1G_touch_nuc_ratio,Avg_Green_mean_dist,Avg_Green_std_dist,Max_Green_mean_dist,Max_Green_std_dist,Avg_Red_mean_dist,Avg_Red_std_dist,Max_Red_mean_dist,Max_Red_std_dist,Avg_All_mean_dist,Avg_All_std_dist,Max_All_mean_dist,Max_All_std_dist,Avg_RG_mean_dist,Avg_RG_std_dist,Min_RG_mean_dist,Min_RG_std_dist,Max_RG_mean_dist,Max_RG_std_dist,Avg_green_periphery_mean_dist,Avg_green_periphery_std_dist,Min_green_periphery_mean_dist,Min_green_periphery_std_dist,Avg_red_periphery_mean_dist,Avg_red_periphery_std_dist,Min_red_periphery_mean_dist,Min_red_periphery_std_dist,Avg_Green_mean_dist_norm,Avg_Green_std_dist_norm,Max_Green_mean_dist_norm,Max_Green_std_dist_norm,Avg_Red_mean_dist_norm,Avg_Red_std_dist_norm,Max_Red_mean_dist_norm,Max_Red_std_dist_norm,Avg_All_mean_dist_norm,Avg_All_std_dist_norm,Max_All_mean_dist_norm,Max_All_std_dist_norm,Avg_RG_mean_dist_norm,Avg_RG_std_dist_norm,Min_RG_mean_dist_norm,Min_RG_std_dist_norm,Max_RG_mean_dist_norm,Max_RG_std_dist_norm,Avg_green_periphery_mean_dist_norm,Avg_green_periphery_std_dist_norm,Min_green_periphery_mean_dist_norm,Min_green_periphery_std_dist_norm,Avg_red_periphery_mean_dist_norm,Avg_red_periphery_std_dist_norm,Min_red_periphery_mean_dist_norm,Min_red_periphery_std_dist_norm,
R1C1,873,0.058506,238,0.21422,738,772,1.1775,1.3057,0.83604,0.15176,0.01084,0.001355,0,0.72798,0.24093,0.028497,0.0025907,0,0.01355,0.029793,0.027003,0.34293,0.38845,0.35184,0.84902,0.36056,0.87561,0.58529,1.0492,0.60919,1.1104,1.3598,0.99551,1.5871,1.2457,1.707,0.7755,1.4504,0.78967,1.9717,0.97545,1.1062,0.62974,1.0327,0.64531,1.2935,0.55486,1.1794,0.59406,0.056765,0.13607,0.05821,0.14075,0.093878,0.16688,0.097435,0.17485,0.22503,0.1623,0.26134,0.1992,0.2824,0.12543,0.24113,0.13082,0.32486,0.15395,0.36606,0.20119,0.34221,0.20783,0.42933,0.18022,0.39285,0.19551
R1C2,752,0.084302,280,0.27132,586,660,1.1604,1.3182,0.85154,0.13652,0.011945,0,0,0.73485,0.21818,0.043939,0.0015152,0.0015152,0.015358,0.027273,0.025194,0.28585,0.29492,0.31591,0.81805,0.32915,0.86952,0.56625,1.0138,0.60114,1.1126,1.3851,1.1396,1.6073,1.3892,1.9119,0.91917,1.6396,0.95003,2.1902,1.0877,1.0728,0.66027,1.0056,0.67631,1.3357,0.61018,1.2118,0.64662,0.050027,0.12815,0.051932,0.13479,0.087096,0.15426,0.092121,0.16714,0.22037,0.17654,0.25447,0.21151,0.30394,0.13733,0.26181,0.14649,0.3469,0.16013,0.34235,0.20195,0.32119,0.20737,0.42764,0.18358,0.38968,0.19966
R1C3,212,0.042208,96,0.31169,166,202,1.0843,1.2475,0.91566,0.084337,0,0,0,0.80198,0.15347,0.039604,0.0049505,0,0.0060241,0.024752,0.019481,0.37338,0.52174,0.17235,0.60524,0.17235,0.60524,0.41297,0.88593,0.44318,0.96705,1.1964,0.97608,1.3681,1.2212,1.5343,0.82691,1.37,0.76209,1.6996,1.0269,1.016,0.59245,0.98519,0.58893,1.2831,0.52533,1.2019,0.5369,0.027686,0.094552,0.027686,0.094552,0.070263,0.15392,0.075369,0.16745,0.21291,0.17424,0.24072,0.20708,0.26917,0.13895,0.24324,0.13632,0.29514,0.16145,0.36182,0.21127,0.3517,0.21165,0.46551,0.19844,0.43914,0.20921
R1C4,847,0.043029,315,0.27108,656,731,1.157,1.2873,0.85213,0.13872,0.0091463,0,0,0.74692,0.22298,0.02736,0.001368,0.001368,0.015244,0.024624,0.021515,0.28313,0.30699,0.31644,0.83187,0.32225,0.8511,0.52401,0.97199,0.55119,1.0387,1.2884,1.0508,1.4926,1.2802,1.8105,0.78892,1.5522,0.80603,2.0742,0.99178,0.99433,0.61137,0.93447,0.6165,1.2391,0.57139,1.1385,0.60522,0.0511,0.13226,0.052046,0.13549,0.085665,0.15862,0.089867,0.16828,0.21516,0.17319,0.24816,0.20738,0.3014,0.12622,0.25977,0.13282,0.34383,0.15398,0.33198,0.19771,0.31267,0.20065,0.41448,0.17908,0.38201,0.19408
R1C5,774,0.036251,357,0.31565,597,668,1.1374,1.238,0.8727,0.11725,0.01005,0,0,0.77994,0.20359,0.01497,0.001497,0,0.0067002,0.01497,0.011494,0.28294,0.29688,0.25537,0.70351,0.26324,0.7319,0.44027,0.87716,0.45746,0.93993,1.2166,1.0351,1.3759,1.2152,1.7525,0.79071,1.5474,0.82603,1.9583,0.91537,1.0192,0.63735,0.96646,0.65292,1.2802,0.577,1.1977,0.6058,0.041894,0.11506,0.043099,0.11898,0.070165,0.13899,0.072632,0.14674,0.20102,0.16958,0.22637,0.19523,0.28943,0.12617,0.25671,0.13536,0.32228,0.14174,0.33913,0.20712,0.32181,0.21293,0.42527,0.18516,0.39894,0.19712
R1C6,590,0.085684,367,0.38349,440,491,1.1205,1.279,0.89091,0.097727,0.011364,0,0,0.76986,0.18534,0.040733,0.0040733,0,0.011364,0.026477,0.018809,0.23197,0.30631,0.24197,0.74425,0.25055,0.78714,0.48,0.93523,0.51796,1.0345,1.2008,1.1325,1.3732,1.3561,1.8735,0.87447,1.6416,0.87434,2.1154,1.0733,1.1305,0.68342,1.0787,0.69556,1.4277,0.59613,1.3262,0.62091,0.03701,0.11404,0.038218,0.11908,0.074054,0.1438,0.07947,0.1569,0.1927,0.17889,0.21884,0.2096,0.30161,0.13483,0.26624,0.13912,0.33843,0.16029,0.36226,0.21012,0.3467,0.21618,0.45578,0.17893,0.42485,0.19112
R1C7,211,0.033639,116,0.35474,151,202,1.0728,1.198,0.93377,0.059603,0.0066225,0,0,0.81683,0.16832,0.014851,0,0,0.013245,0.0049505,0.0061162,0.32722,0.47664,0.14721,0.62548,0.15878,0.70082,0.3429,0.76512,0.35268,0.79037,1.0371,0.84985,1.1729,1.0681,1.4116,0.64857,1.2558,0.62543,1.5807,0.9086,1.1697,0.63303,1.1486,0.64227,1.4551,0.5148,1.3949,0.545,0.023661,0.096019,0.025408,0.10722,0.059896,0.13288,0.061502,0.13672,0.18452,0.15044,0.20743,0.18205,0.25108,0.11111,0.22429,0.11074,0.27968,0.14689,0.41758,0.22478,0.41036,0.22892,0.52183,0.18722,0.50069,0.19906
R1C8,681,0.034072,493,0.41993,534,581,1.1311,1.222,0.88015,0.10861,0.011236,0,0,0.7969,0.18417,0.018933,0,0,0.0074906,0.0086059,0.0076661,0.25554,0.32333,0.24636,0.70049,0.25142,0.71826,0.40334,0.84426,0.41545,0.87567,1.2196,1.0015,1.3641,1.159,1.7234,0.71704,1.5515,0.73882,1.8967,0.84204,0.97936,0.63973,0.92941,0.64792,1.2779,0.56439,1.197,0.59495,0.041302,0.11711,0.042095,0.11965,0.067819,0.14153,0.069726,0.14616,0.2071,0.16989,0.23159,0.19695,0.29319,0.12347,0.26403,0.1261,0.3225,0.1451,0.33186,0.21602,0.31518,0.21912,0.43212,0.18586,0.40504,0.1974
R1C9,709,0.020672,452,0.38932,547,605,1.1353,1.2661,0.87203,0.12066,0.0073126,0,0,0.75372,0.22645,0.019835,0,0,0.0073126,0.01157,0.0094746,0.23686,0.36364,0.26279,0.7356,0.26927,0.76191,0.49419,0.9076,0.50989,0.95011,1.2109,1.0417,1.3831,1.2403,1.7239,0.81926,1.4933,0.82718,1.9562,0.99569,0.99422,0.63989,0.93733,0.64901,1.2254,0.55191,1.1343,0.58161,0.043423,0.12062,0.044503,0.12528,0.081522,0.14934,0.084177,0.15694,0.20418,0.17543,0.23267,0.20737,0.29003,0.13804,0.25192,0.14049,0.32834,0.16495,0.33516,0.21238,0.31643,0.21635,0.41472,0.17979,0.38459,0.19177
R1C10,610,0.037858,473,0.43675,468,510,1.1432,1.2745,0.86325,0.13034,0.0064103,0,0,0.7549,0.21765,0.02549,0.0019608,0,0.010684,0.019608,0.012927,0.20499,0.32432,0.28578,0.76815,0.29198,0.78802,0.49523,0.92679,0.51415,0.9745,1.1863,1.0529,1.3645,1.2421,1.7468,0.80094,1.5024,0.85265,1.9902,0.93492,1.0266,0.6527,0.97347,0.66846,1.2859,0.56332,1.1848,0.59857,0.04693,0.12645,0.047889,0.12932,0.080799,0.15171,0.083778,0.15884,0.1969,0.1737,0.226,0.20346,0.28871,0.128,0.24885,0.13874,0.32846,0.14842,0.33961,0.20896,0.32205,0.21503,0.42445,0.17291,0.3921,0.18735
R1C11,681,0.04272,466,0.40628,526,575,1.1274,1.2783,0.87833,0.11787,0.0019011,0.0019011,0,0.76174,0.2,0.036522,0.0017391,0,0.011407,0.029565,0.018309,0.23714,0.31985,0.27169,0.76924,0.27523,0.78071,0.51428,0.98941,0.53579,1.0375,1.2606,1.0891,1.4459,1.3183,1.85,0.83247,1.5941,0.85377,2.1111,1.0391,1.0448,0.66462,0.98485,0.6802,1.275,0.57541,1.1728,0.59919,0.043055,0.1213,0.043605,0.12306,0.08125,0.15335,0.084513,0.16036,0.20668,0.175,0.23571,0.2074,0.30287,0.12969,0.26272,0.13804,0.34373,0.15567,0.34348,0.212,0.32491,0.21918,0.4196,0.17842,0.38749,0.18983
R1C12,648,0.052007,448,0.40876,488,546,1.125,1.2509,0.88115,0.1127,0.0061475,0,0,0.78205,0.18864,0.025641,0.003663,0,0.0061475,0.018315,0.011861,0.23631,0.32046,0.24308,0.69367,0.24641,0.70742,0.45219,0.91879,0.47238,0.97165,1.1388,1.046,1.2957,1.2416,1.7004,0.79191,1.4848,0.80015,1.927,0.97702,1.0334,0.64878,0.98335,0.65529,1.2935,0.5645,1.2053,0.59555,0.03953,0.11345,0.039943,0.11468,0.073342,0.14786,0.076247,0.15438,0.18917,0.1724,0.21446,0.20166,0.28407,0.13139,0.24918,0.13533,0.32063,0.1565,0.34584,0.21504,0.32935,0.21852,0.42976,0.17683,0.4013,0.18941
R1C13,645,0.040991,526,0.44919,527,503,1.1404,1.2207,0.86338,0.13283,0.0037951,0,0,0.80119,0.17893,0.017893,0.0019881,0,0.011385,0.015905,0.010248,0.22118,0.30888,0.27924,0.75344,0.28227,0.76663,0.41207,0.89267,0.42646,0.94095,1.1223,1.0441,1.263,1.2221,1.7357,0.78943,1.5305,0.80929,1.9423,0.95694,1.022,0.64113,0.96718,0.64877,1.2724,0.57115,1.1942,0.59398,0.045222,0.12112,0.045591,0.12229,0.066342,0.14124,0.068339,0.14633,0.18567,0.17064,0.20833,0.19692,0.28766,0.12735,0.25465,0.13391,0.32085,0.14882,0.34041,0.21059,0.32272,0.21442,0.42302,0.18097,0.3976,0.19047
R1C14,606,0.058515,539,0.47074,475,482,1.1411,1.2739,0.86316,0.13263,0.0042105,0,0,0.76556,0.20539,0.024896,0,0.0041494,0.018947,0.018672,0.014847,0.19214,0.34091,0.3012,0.81088,0.30553,0.82586,0.48791,0.9588,0.51428,1.0325,1.1433,1.0692,1.3275,1.3158,1.7712,0.85387,1.5218,0.86452,2.0252,1.0671,1.0364,0.64568,0.98028,0.64805,1.2979,0.57464,1.2038,0.60472,0.04759,0.12617,0.048174,0.12793,0.079258,0.15344,0.082879,0.16152,0.19116,0.1758,0.22044,0.21077,0.29446,0.13678,0.25465,0.1425,0.33478,0.16413,0.34627,0.20896,0.32856,0.21199,0.4342,0.18132,0.40373,0.19432
