Plate,Well,Cell_cnt,Large_nuc_ratio,Nofoci_cell_cnt,Nofoci_cell_ratio,Green_cell_cnt,Red_cell_cnt,Mean_green_foci_cnt,Mean_red_foci_cnt,Green_1foci_ratio,Green_2foci_ratio,Green_3_foci_ratio,Green_4foci_ratio,Green_5+foci_ratio,Red_1foci_ratio,Red_2foci_ratio,Red_3_foci_ratio,Red_4foci_ratio,Red_5+foci_ratio,Green_far_foci_ratio,Red_far_foci_ratio,Total_far_foci_ratio,1R1G_nuc_ratio,1R1G_touch_nuc_ratio,Avg_Green_mean_dist,Avg_Green_std_dist,Max_Green_mean_dist,Max_Green_std_dist,Avg_Red_mean_dist,Avg_Red_std_dist,Max_Red_mean_dist,Max_Red_std_dist,Avg_All_mean_dist,Avg_All_std_dist,Max_All_mean_dist,Max_All_std_dist,Avg_RG_mean_dist,Avg_RG_std_dist,Min_RG_mean_dist,Min_RG_std_dist,Max_RG_mean_dist,Max_RG_std_dist,Avg_green_periphery_mean_dist,Avg_green_periphery_std_dist,Min_green_periphery_mean_dist,Min_green_periphery_std_dist,Avg_red_periphery_mean_dist,Avg_red_periphery_std_dist,Min_red_periphery_mean_dist,Min_red_periphery_std_dist,Avg_Green_mean_dist_norm,Avg_Green_std_dist_norm,Max_Green_mean_dist_norm,Max_Green_std_dist_norm,Avg_Red_mean_dist_norm,Avg_Red_std_dist_norm,Max_Red_mean_dist_norm,Max_Red_std_dist_norm,Avg_All_mean_dist_norm,Avg_All_std_dist_norm,Max_All_mean_dist_norm,Max_All_std_dist_norm,Avg_RG_mean_dist_norm,Avg_RG_std_dist_norm,Min_RG_mean_dist_norm,Min_RG_std_dist_norm,Max_RG_mean_dist_norm,Max_RG_std_dist_norm,Avg_green_periphery_mean_dist_norm,Avg_green_periphery_std_dist_norm,Min_green_periphery_mean_dist_norm,Min_green_periphery_std_dist_norm,Avg_red_periphery_mean_dist_norm,Avg_red_periphery_std_dist_norm,Min_red_periphery_mean_dist_norm,Min_red_periphery_std_dist_norm
P1C6,R9C10,646,0.071264,224,0.25747,548,572,1.1387,1.3042,0.87226,0.11679,0.010949,0,0,0.73077,0.23601,0.031469,0.0017483,0,0.016423,0.019231,0.021839,0.34023,0.29054,0.27551,0.78337,0.28433,0.8226,0.55645,0.98811,0.58564,1.0762,1.4558,1.0341,1.6854,1.2804,1.8425,0.82843,1.589,0.8676,2.0977,1.012,1.0888,0.67568,1.0315,0.68728,1.3853,0.57568,1.2732,0.62258,0.043313,0.12098,0.044658,0.12687,0.089199,0.158,0.093337,0.16827,0.23709,0.16568,0.2735,0.20119,0.29899,0.12863,0.25893,0.13844,0.33945,0.15317,0.35321,0.21542,0.33531,0.2201,0.4487,0.17581,0.41288,0.19316
P1C6,R9C11,238,0.13714,112,0.32,202,219,1.1287,1.2831,0.87624,0.11881,0.0049505,0,0,0.73973,0.23744,0.022831,0,0,0.0049505,0.0091324,0.0085714,0.32857,0.30435,0.23386,0.65453,0.23788,0.66596,0.52266,0.92586,0.53551,0.95987,1.4641,0.96872,1.6542,1.1201,1.802,0.72854,1.5889,0.80484,2.0274,0.82355,1.3525,0.69967,1.2956,0.72535,1.6061,0.53211,1.5032,0.57856,0.036541,0.10201,0.037241,0.10425,0.079366,0.13956,0.08124,0.14432,0.22693,0.14861,0.25605,0.1706,0.27981,0.11111,0.24695,0.12438,0.31466,0.12507,0.4177,0.20856,0.40005,0.21731,0.50045,0.16202,0.46924,0.17846
P1C6,R9C12,613,0.044164,338,0.35542,511,481,1.1448,1.2557,0.86497,0.1272,0.0058708,0.0019569,0,0.77547,0.19543,0.027027,0.002079,0,0.013699,0.018711,0.016824,0.25762,0.33878,0.29287,0.78642,0.3003,0.81471,0.45447,0.90771,0.47422,0.95692,1.2202,1.0863,1.4001,1.3013,1.8176,0.84748,1.593,0.86731,2.0467,1.0219,1.0698,0.65102,1.0105,0.65837,1.3133,0.56526,1.2243,0.59387,0.048299,0.13191,0.04935,0.13525,0.072378,0.14301,0.075389,0.15011,0.20024,0.17719,0.22941,0.21133,0.29874,0.13796,0.26253,0.1415,0.33567,0.16415,0.35183,0.2102,0.33237,0.21315,0.43216,0.17794,0.40388,0.18977
P1C6,R9C13,668,0.041461,345,0.34057,558,525,1.2276,1.1924,0.79749,0.17921,0.021505,0.0017921,0,0.82476,0.1581,0.017143,0,0,0.019713,0.019048,0.020731,0.25271,0.26172,0.45279,0.96653,0.47086,1.019,0.36294,0.83522,0.3801,0.89629,1.26,1.12,1.4542,1.3589,1.9034,0.8355,1.6479,0.86106,2.1657,1.0467,1.1232,0.643,1.0333,0.66738,1.4069,0.60563,1.3312,0.63506,0.071943,0.15302,0.074746,0.16107,0.057237,0.13136,0.0598,0.13997,0.20389,0.18006,0.2345,0.21626,0.30733,0.13265,0.26707,0.13821,0.34863,0.16374,0.36437,0.20148,0.33592,0.21132,0.45486,0.18275,0.43128,0.19501
P1C6,R9C14,353,0.083596,281,0.44322,270,283,1.1259,1.2509,0.87778,0.11852,0.0037037,0,0,0.78799,0.18021,0.024735,0.0070671,0,0.011111,0.038869,0.018927,0.21136,0.34328,0.25539,0.73646,0.25722,0.74326,0.46073,0.98725,0.4836,1.0458,1.1456,1.1102,1.3094,1.3165,1.7213,0.82333,1.4768,0.87223,1.9796,1.0375,1.1395,0.66597,1.0869,0.68974,1.3619,0.56086,1.2856,0.59474,0.040714,0.11641,0.040927,0.11698,0.07361,0.15463,0.07744,0.16545,0.19266,0.19,0.21894,0.21963,0.28952,0.14826,0.25043,0.15882,0.3307,0.17375,0.38287,0.22431,0.36566,0.23345,0.45475,0.19141,0.42966,0.20289
P1C6,R9C15,418,0.18796,130,0.23723,360,367,1.2944,1.4196,0.74722,0.21667,0.030556,0.0055556,0,0.65395,0.28065,0.057221,0.0081744,0,0.022222,0.038147,0.036496,0.26095,0.36364,0.52439,0.95254,0.5515,1.0191,0.73313,1.0725,0.79121,1.1916,1.513,1.0377,1.8592,1.3709,1.8951,0.83084,1.5113,0.86452,2.2987,1.0901,1.1849,0.68236,1.0622,0.71206,1.5351,0.55931,1.3982,0.61567,0.077507,0.14151,0.081358,0.15065,0.10993,0.15956,0.11822,0.17568,0.23229,0.1576,0.28351,0.20282,0.29133,0.12657,0.23465,0.13598,0.35089,0.15808,0.36035,0.20142,0.32432,0.21356,0.47443,0.16421,0.43397,0.18663
P1C6,R9C16,604,0.053535,386,0.3899,500,497,1.14,1.2897,0.87,0.122,0.006,0.002,0,0.76459,0.19316,0.032193,0.0080483,0.0020121,0.006,0.018109,0.010101,0.25758,0.35294,0.28308,0.75795,0.28849,0.77931,0.46599,0.88491,0.50159,0.97884,1.2369,1.012,1.4202,1.2145,1.7016,0.76919,1.4706,0.80291,1.9364,0.94698,1.0594,0.65413,1.0052,0.65964,1.4096,0.5653,1.3118,0.61158,0.045852,0.12231,0.0466,0.12473,0.075205,0.14245,0.080621,0.15564,0.20455,0.16676,0.23401,0.19643,0.28098,0.12568,0.24387,0.13373,0.31868,0.14976,0.35224,0.21135,0.33498,0.21512,0.46582,0.17152,0.43454,0.19043
P1C6,R9C17,675,0.11471,345,0.33824,551,536,1.1561,1.3116,0.85844,0.12704,0.014519,0,0,0.75,0.19963,0.041045,0.0074627,0.0018657,0.014519,0.037313,0.02549,0.24902,0.29134,0.30482,0.7908,0.31464,0.82095,0.5312,1.0062,0.57473,1.1173,1.352,1.1542,1.5565,1.3797,1.9719,0.86824,1.7113,0.91361,2.2307,1.0212,1.2118,0.67312,1.1531,0.68805,1.4012,0.60955,1.2889,0.65686,0.047352,0.12395,0.048705,0.12753,0.081995,0.15369,0.088645,0.17064,0.21138,0.1794,0.24292,0.21349,0.30857,0.13586,0.26818,0.14293,0.34852,0.1584,0.37805,0.20305,0.36006,0.20849,0.43847,0.18612,0.40393,0.20215
P1C6,R9C18,388,0.029466,155,0.28545,297,350,1.1717,1.3829,0.83838,0.15152,0.010101,0,0,0.68571,0.25429,0.054286,0.0028571,0.0028571,0.020202,0.04,0.034991,0.27993,0.35526,0.35602,0.86264,0.36529,0.89534,0.66513,1.0606,0.71545,1.1657,1.3732,1.0585,1.6188,1.3346,1.7852,0.81681,1.4784,0.84835,2.1016,1.0588,1.0307,0.62155,0.96777,0.63447,1.4374,0.53589,1.3326,0.59606,0.061575,0.14798,0.06308,0.15263,0.11677,0.18749,0.12522,0.20437,0.24068,0.18575,0.28336,0.23322,0.31079,0.14118,0.25782,0.14663,0.36552,0.18313,0.35854,0.21308,0.33614,0.21684,0.50374,0.17947,0.46713,0.20263
P1C6,R9C19,144,0.35169,92,0.38983,101,130,1.1881,1.4923,0.81188,0.18812,0,0,0,0.66923,0.2,0.10769,0.015385,0.0076923,0.039604,0.16154,0.088983,0.19492,0.36957,0.52724,1.2719,0.52724,1.2719,0.92152,1.4601,1.1137,1.8412,1.467,1.2873,1.8635,1.829,1.9912,0.89328,1.5007,0.82274,2.5594,1.5261,1.3507,0.79718,1.2619,0.84821,1.6566,0.64425,1.4876,0.72247,0.07494,0.17428,0.07494,0.17428,0.13723,0.22042,0.16683,0.28527,0.22524,0.19723,0.28466,0.28196,0.30695,0.14308,0.23277,0.12796,0.39265,0.24348,0.41888,0.26325,0.39308,0.27988,0.50846,0.20514,0.45779,0.22937
P1C6,R9C20,228,0.04142,110,0.32544,143,213,1.1399,1.2676,0.87413,0.11888,0,0.006993,0,0.76526,0.20188,0.032864,0,0,0.062937,0.046948,0.050296,0.23373,0.43038,0.37436,1.1475,0.38562,1.1773,0.52345,1.128,0.54985,1.1957,1.0959,1.1476,1.3159,1.504,1.6857,0.9346,1.3412,0.82716,2.0156,1.3465,1.136,0.58371,1.0819,0.60883,1.2718,0.51278,1.1918,0.55181,0.06336,0.19876,0.064947,0.20211,0.095484,0.20833,0.09983,0.21729,0.20258,0.21292,0.24097,0.26956,0.3109,0.17396,0.25001,0.15993,0.36929,0.24042,0.41764,0.20843,0.4005,0.22,0.47855,0.18995,0.44974,0.20664
P1C6,R9C21,664,0.050346,349,0.34452,541,542,1.1405,1.2823,0.86137,0.13678,0.0018484,0,0,0.76384,0.19742,0.031365,0.0073801,0,0.012939,0.020295,0.016782,0.26357,0.31835,0.29644,0.78601,0.29812,0.79108,0.46479,0.89164,0.49977,0.99901,1.2315,1.0613,1.4136,1.2824,1.7938,0.8381,1.5497,0.87851,2.0425,1.0213,1.067,0.62019,1.0021,0.62959,1.2982,0.55916,1.1902,0.5856,0.048288,0.12847,0.048552,0.12925,0.073768,0.13918,0.078534,0.15114,0.20337,0.17294,0.23206,0.20342,0.29575,0.13161,0.25694,0.14206,0.33505,0.15376,0.35228,0.19699,0.3316,0.20211,0.4278,0.17241,0.39404,0.18632
P1C6,R9C22,311,0.10662,233,0.42831,263,251,1.1369,1.1275,0.86692,0.12928,0.0038023,0,0,0.88048,0.11155,0.0079681,0,0,0.0076046,0.0039841,0.0055147,0.27757,0.41722,0.27944,0.7469,0.28221,0.75791,0.2241,0.63253,0.23273,0.66804,1.0686,0.91812,1.1809,1.0551,1.5277,0.7093,1.3723,0.73543,1.6799,0.81478,1.3456,0.6932,1.2934,0.71411,1.5411,0.55463,1.5017,0.57912,0.042858,0.11391,0.043348,0.11618,0.034074,0.096551,0.035256,0.10088,0.16782,0.14572,0.18501,0.16591,0.23936,0.11373,0.21526,0.11794,0.26275,0.12926,0.42261,0.21783,0.40656,0.2252,0.48064,0.16843,0.46842,0.17688
P1C6,R9C23,838,0.076585,298,0.26232,705,725,1.2014,1.3159,0.80993,0.17872,0.011348,0,0,0.72966,0.23172,0.033103,0.0041379,0.0013793,0.0099291,0.026207,0.021127,0.3037,0.33913,0.38818,0.84599,0.39823,0.8864,0.56967,1.0004,0.60553,1.1073,1.454,1.077,1.6918,1.3243,1.8908,0.86146,1.6044,0.88221,2.1756,1.0657,1.0639,0.65701,0.97945,0.67014,1.2529,0.58782,1.1443,0.6051,0.061792,0.13417,0.063106,0.13769,0.089916,0.15607,0.095133,0.1692,0.23512,0.1701,0.27255,0.20568,0.3055,0.13212,0.26041,0.13892,0.35015,0.15856,0.3448,0.20802,0.31783,0.21391,0.40652,0.18428,0.37288,0.19423
P1C6,R9C24,158,0.035433,96,0.37795,116,150,1.1638,1.1933,0.83621,0.16379,0,0,0,0.82667,0.15333,0.02,0,0,0.0086207,0.013333,0.011811,0.2874,0.47945,0.34753,0.83797,0.34753,0.83797,0.37309,0.85676,0.38642,0.89763,1.1895,0.98213,1.3451,1.1594,1.5964,0.71544,1.366,0.75113,1.8256,0.89672,1.1687,0.62106,1.1043,0.64594,1.4171,0.55018,1.3582,0.58172,0.062516,0.15354,0.062516,0.15354,0.061161,0.14029,0.063533,0.14781,0.21014,0.17647,0.23671,0.20454,0.28483,0.1355,0.24494,0.14235,0.32403,0.16138,0.40883,0.21136,0.38487,0.2192,0.50354,0.2107,0.48383,0.22236
P1C6,R10C1,744,0.097537,271,0.267,609,660,1.1905,1.3727,0.8243,0.16256,0.011494,0.001642,0,0.68939,0.25303,0.05303,0.0045455,0,0.014778,0.028788,0.026601,0.27291,0.36823,0.38354,0.87935,0.39372,0.91101,0.67187,1.0839,0.70389,1.1451,1.4857,1.0906,1.7565,1.3418,1.8829,0.86996,1.5593,0.90791,2.2071,1.0767,1.1279,0.67972,1.0512,0.69598,1.2887,0.60366,1.1411,0.64656,0.060467,0.13853,0.061999,0.14309,0.10467,0.16662,0.10956,0.17591,0.23422,0.16964,0.27652,0.2078,0.29629,0.13318,0.24586,0.14123,0.34692,0.16383,0.35415,0.20472,0.33029,0.21084,0.40489,0.17851,0.35891,0.1947
P1C6,R10C2,763,0.098249,265,0.25778,621,672,1.1707,1.3571,0.84058,0.14815,0.011272,0,0,0.70238,0.24702,0.043155,0.0059524,0.0014881,0.014493,0.056548,0.043774,0.29669,0.36721,0.34166,0.84551,0.34991,0.87178,0.68064,1.1529,0.72519,1.2471,1.4687,1.108,1.7432,1.4124,1.9168,0.88114,1.5961,0.89898,2.248,1.1487,1.1222,0.69503,1.0595,0.70641,1.2398,0.60511,1.1044,0.64031,0.052541,0.12916,0.053789,0.13294,0.10416,0.17341,0.11043,0.18568,0.23507,0.17421,0.27674,0.21457,0.30551,0.13322,0.25716,0.14363,0.35556,0.16475,0.3558,0.21042,0.33658,0.21615,0.39634,0.18432,0.35531,0.20044
P1C6,R10C3,587,0.069658,260,0.30697,483,478,1.1822,1.2845,0.82609,0.16563,0.0082816,0,0,0.75732,0.20711,0.029289,0.0062762,0,0.0082816,0.020921,0.015348,0.26092,0.32579,0.3534,0.80749,0.359,0.82393,0.51681,0.96822,0.54221,1.0381,1.2873,1.078,1.4916,1.2956,1.8163,0.81646,1.5561,0.87186,2.0748,0.96816,1.1235,0.68169,1.0493,0.69788,1.38,0.56528,1.2777,0.60755,0.056236,0.12849,0.057043,0.13061,0.080649,0.1501,0.084452,0.16001,0.2057,0.17085,0.23775,0.20343,0.28926,0.12697,0.24887,0.13868,0.3296,0.14781,0.35776,0.21249,0.33413,0.21818,0.44304,0.17901,0.41115,0.19311
P1C6,R10C4,847,0.019588,123,0.1268,752,799,1.1423,1.2528,0.85904,0.13963,0.0013298,0,0,0.78098,0.19024,0.026283,0,0.0025031,0.0079787,0.015019,0.015464,0.47938,0.33118,0.2963,0.8098,0.29844,0.82456,0.42809,0.86962,0.45589,0.97794,1.5008,0.8628,1.7045,1.0808,1.6687,0.73068,1.4685,0.75184,1.8692,0.90452,0.98826,0.61411,0.92798,0.63046,1.5479,0.50127,1.4632,0.57027,0.050228,0.13277,0.050449,0.1337,0.073423,0.1475,0.077583,0.16096,0.25973,0.14599,0.29433,0.17972,0.28794,0.12184,0.25396,0.12806,0.322,0.1474,0.34066,0.20537,0.31974,0.21105,0.53593,0.16088,0.50751,0.18788
P1C6,R10C5,796,0.044643,212,0.21032,678,695,1.146,1.2878,0.85693,0.14012,0.0029499,0,0,0.74388,0.22878,0.02446,0.0014388,0.0014388,0.0073746,0.020144,0.017857,0.35516,0.36592,0.29396,0.78824,0.29617,0.79441,0.53495,0.98008,0.55682,1.0333,1.44,1.06,1.6622,1.2953,1.8461,0.87183,1.5998,0.8748,2.0938,1.0662,1.0646,0.64505,1.0075,0.66068,1.2553,0.58779,1.1505,0.60805,0.046284,0.12292,0.046612,0.1238,0.083996,0.1522,0.087255,0.15954,0.23233,0.16854,0.26721,0.20271,0.29713,0.1361,0.25848,0.13976,0.33588,0.16205,0.34516,0.20417,0.3271,0.21005,0.40425,0.1799,0.3714,0.18958
P1C6,R10C6,766,0.036173,91,0.10618,650,696,1.3231,1.3764,0.70769,0.26308,0.027692,0.0015385,0,0.66379,0.29741,0.037356,0.0014368,0,0.029231,0.021552,0.039673,0.31855,0.27839,0.65232,1.0861,0.67349,1.1272,0.69136,1.0327,0.71469,1.0818,1.6128,1.0478,1.9677,1.3401,1.9698,0.8614,1.5888,0.9161,2.3589,1.0619,0.96551,0.59542,0.83621,0.61077,1.4128,0.52347,1.2787,0.59829,0.10653,0.17688,0.10994,0.1832,0.1153,0.17192,0.11885,0.17829,0.27468,0.17893,0.33327,0.22309,0.33502,0.14832,0.27232,0.16087,0.39892,0.17505,0.32581,0.1969,0.284,0.20535,0.48179,0.17412,0.43758,0.20294
P1C6,R10C7,155,0.02,45,0.225,116,141,1.1207,1.2482,0.87931,0.12069,0,0,0,0.77305,0.20567,0.021277,0,0,0,0.035461,0.025,0.36,0.375,0.23668,0.66936,0.23668,0.66936,0.5301,1.0763,0.54516,1.1071,1.2884,1.026,1.4482,1.2159,1.7202,0.77566,1.4957,0.76741,1.9353,0.98724,0.96583,0.59666,0.9143,0.60409,1.3204,0.4639,1.2346,0.5069,0.039007,0.11098,0.039007,0.11098,0.085312,0.1715,0.087734,0.17655,0.21652,0.16994,0.24238,0.19836,0.28836,0.12818,0.2525,0.13154,0.32296,0.15758,0.31854,0.18759,0.30144,0.18895,0.44586,0.15234,0.41855,0.17106
P1C6,R10C8,476,0.10319,57,0.10694,396,462,1.3409,1.4957,0.69444,0.27273,0.030303,0.0025253,0,0.6039,0.31385,0.0671,0.012987,0.0021645,0.032828,0.075758,0.082552,0.30582,0.23926,0.68264,1.0822,0.70859,1.1391,0.89205,1.1914,0.95691,1.3044,1.7361,1.0034,2.1866,1.3797,2.0095,0.84703,1.5124,0.92564,2.5032,1.135,1.0693,0.62125,0.95263,0.65286,1.3979,0.56066,1.216,0.64744,0.11134,0.17769,0.11536,0.18596,0.14208,0.1893,0.15214,0.20708,0.28429,0.16408,0.35618,0.22027,0.32837,0.1375,0.24904,0.15432,0.40688,0.1765,0.3461,0.19331,0.30883,0.20564,0.45525,0.16628,0.39742,0.2009
P1C6,R10C9,549,0.045007,162,0.22785,438,480,1.1918,1.2042,0.83105,0.14612,0.022831,0,0,0.8,0.19583,0.0041667,0,0,0.022831,0.0125,0.022504,0.33474,0.33193,0.36675,0.86348,0.38756,0.92739,0.4094,0.8693,0.41264,0.87927,1.3802,1.0982,1.5777,1.31,1.8657,0.9108,1.6434,0.92689,2.0862,1.0465,1.0097,0.61386,0.94116,0.63689,1.4762,0.54014,1.3971,0.58708,0.060439,0.141,0.063707,0.15074,0.065785,0.13838,0.066328,0.14014,0.22925,0.17964,0.26151,0.21237,0.31025,0.14591,0.27392,0.15085,0.3463,0.16571,0.33857,0.20239,0.31591,0.21103,0.49367,0.17214,0.46829,0.19085
P1C6,R10C10,803,0.080675,263,0.24672,657,670,1.1963,1.3045,0.8204,0.16286,0.016743,0,0,0.7209,0.25821,0.016418,0.0044776,0,0.013699,0.032836,0.028143,0.27955,0.31544,0.38931,0.88573,0.40194,0.92696,0.58487,1.0012,0.60634,1.0558,1.4193,1.1537,1.6547,1.3909,1.9787,0.91578,1.6839,0.95747,2.271,1.078,1.0465,0.62917,0.967,0.65079,1.3335,0.57914,1.2251,0.62291,0.061948,0.1402,0.063872,0.14618,0.093672,0.16042,0.097142,0.16949,0.22911,0.18503,0.26672,0.22201,0.3195,0.14458,0.27232,0.15242,0.36625,0.1694,0.337,0.1989,0.31162,0.20652,0.42861,0.1782,0.3939,0.19381
P1C6,R10C11,742,0.054422,287,0.27891,623,621,1.1701,1.2657,0.83949,0.15088,0.0096308,0,0,0.76812,0.20451,0.022544,0.0032206,0.0016103,0.0096308,0.028986,0.022352,0.30515,0.32803,0.33282,0.81481,0.33848,0.83153,0.48564,0.94795,0.51262,1.0262,1.3397,1.1001,1.5448,1.3237,1.8437,0.87794,1.5873,0.92261,2.1007,1.0604,0.97599,0.64895,0.90973,0.65762,1.2265,0.5851,1.1353,0.60609,0.053832,0.13116,0.054657,0.13336,0.078796,0.15344,0.082887,0.1642,0.22119,0.17786,0.25423,0.21134,0.30497,0.1374,0.26366,0.14815,0.34634,0.16242,0.3247,0.21126,0.30325,0.21555,0.40592,0.18519,0.37678,0.19475
P1C6,R10C12,718,0.069882,298,0.29331,614,597,1.1857,1.2898,0.82573,0.16287,0.011401,0,0,0.74707,0.21943,0.030151,0.0033501,0,0.011401,0.018425,0.016732,0.2874,0.34932,0.37569,0.87783,0.38651,0.91582,0.52417,0.97015,0.55093,1.0508,1.3437,1.0721,1.5745,1.3339,1.8108,0.86608,1.5306,0.88539,2.0943,1.0813,1.044,0.64386,0.96905,0.65755,1.2795,0.559,1.1727,0.59744,0.058747,0.13494,0.06033,0.14012,0.08241,0.15042,0.086413,0.16089,0.21637,0.16858,0.25243,0.20564,0.29114,0.13147,0.24709,0.139,0.33554,0.15967,0.33672,0.20003,0.31317,0.20637,0.41235,0.16798,0.37858,0.18366
P1C6,R10C13,181,0.059006,141,0.43789,149,160,1.1477,1.3,0.86577,0.12081,0.013423,0,0,0.71875,0.2625,0.01875,0,0,0.020134,0.01875,0.015528,0.25155,0.38272,0.3096,0.91236,0.3255,0.96723,0.54276,0.94342,0.55841,0.97283,1.2879,0.92849,1.4944,1.1815,1.6237,0.72208,1.4034,0.70789,1.8832,1.0008,1.1498,0.65166,1.0849,0.66219,1.4583,0.55583,1.3543,0.58395,0.047317,0.14178,0.049542,0.14853,0.087693,0.15239,0.090144,0.15676,0.21547,0.15293,0.24794,0.18837,0.27192,0.11613,0.23689,0.11891,0.31273,0.15378,0.38396,0.2131,0.36463,0.21958,0.4941,0.18219,0.45995,0.19507
P1C6,R10C14,434,0.061404,136,0.2386,344,387,1.2006,1.2145,0.81686,0.17151,0.005814,0.005814,0,0.8062,0.17313,0.020672,0,0,0.014535,0.0077519,0.012281,0.33158,0.33333,0.38972,0.87733,0.40548,0.94336,0.3803,0.82021,0.39408,0.86118,1.3254,1.077,1.5289,1.3033,1.811,0.87626,1.5678,0.90854,2.062,1.0418,1.1223,0.58335,1.0425,0.6084,1.463,0.52866,1.3755,0.57573,0.063812,0.14148,0.066146,0.14961,0.061203,0.13174,0.063301,0.13738,0.22087,0.17556,0.25354,0.20777,0.30061,0.13648,0.26155,0.14662,0.34089,0.15718,0.37586,0.18943,0.34985,0.19905,0.49098,0.16891,0.46289,0.18733
P1C6,R10C15,380,0.17249,78,0.17031,306,338,1.2876,1.4053,0.74183,0.22876,0.029412,0,0,0.6568,0.28402,0.056213,0.0029586,0,0.035948,0.026627,0.037118,0.28166,0.34109,0.5956,1.0859,0.62304,1.1592,0.70656,1.0514,0.75022,1.1309,1.4971,1.0664,1.8291,1.3862,1.9233,0.82398,1.5413,0.87639,2.3274,1.0973,1.1877,0.6194,1.0703,0.64883,1.5346,0.566,1.4009,0.61842,0.088989,0.15938,0.092867,0.16889,0.10935,0.15967,0.11602,0.17156,0.23433,0.16236,0.285,0.20717,0.30097,0.12258,0.24263,0.13604,0.36245,0.15729,0.36913,0.18705,0.33365,0.19918,0.48444,0.17042,0.44287,0.19013
P1C6,R10C16,712,0.056513,332,0.31801,602,593,1.1445,1.2664,0.86213,0.13123,0.0066445,0,0,0.75885,0.21754,0.021922,0.0016863,0,0.0033223,0.030354,0.019157,0.29119,0.29276,0.27469,0.71686,0.27703,0.72286,0.52729,1.0049,0.54528,1.0509,1.3753,1.076,1.573,1.2836,1.8717,0.82977,1.6275,0.86423,2.1181,0.98942,1.0551,0.64471,0.99871,0.65498,1.285,0.55206,1.1871,0.58508,0.045266,0.11829,0.045698,0.11952,0.082025,0.15513,0.084555,0.16075,0.22445,0.1725,0.25545,0.20197,0.30561,0.12929,0.26723,0.13932,0.34425,0.14919,0.34554,0.20376,0.3271,0.20851,0.41911,0.16976,0.38874,0.18422
P1C6,R10C17,233,0.16761,119,0.33807,183,206,1.1421,1.2039,0.87978,0.098361,0.021858,0,0,0.8301,0.13592,0.033981,0,0,0.010929,0.024272,0.019886,0.31818,0.36607,0.25211,0.719,0.26569,0.76044,0.37678,0.87789,0.41625,1.0171,1.297,1.0778,1.474,1.3445,1.8112,0.84899,1.5975,0.80711,2.0451,1.1232,1.3429,0.66865,1.2886,0.69147,1.6096,0.55704,1.5281,0.60999,0.035912,0.10281,0.037833,0.10887,0.055692,0.1286,0.061006,0.14549,0.19779,0.16525,0.22316,0.19883,0.27587,0.13009,0.24532,0.1295,0.30929,0.162,0.40515,0.19748,0.38976,0.20574,0.49591,0.1694,0.47156,0.18644
P1C6,R10C18,469,0.096958,57,0.10837,377,433,1.3263,1.4319,0.72414,0.23077,0.039788,0.005305,0,0.64665,0.29561,0.04388,0.0092379,0.0046189,0.050398,0.055427,0.077947,0.29658,0.23077,0.66627,1.1792,0.70641,1.266,0.79765,1.1756,0.8471,1.2802,1.6862,1.1226,2.0658,1.4522,2.0398,0.81965,1.6233,0.91089,2.4456,1.0371,1.1246,0.61045,0.99824,0.63762,1.4477,0.52956,1.2827,0.61089,0.1041,0.18104,0.11006,0.1932,0.1281,0.19067,0.13519,0.20306,0.27528,0.18266,0.33482,0.22868,0.3338,0.13369,0.26836,0.15283,0.39776,0.16003,0.36512,0.19106,0.32565,0.20307,0.47413,0.16166,0.4222,0.19398
P1C6,R10C19,298,0.14839,167,0.35914,242,259,1.1736,1.39,0.84298,0.1405,0.016529,0,0,0.67568,0.27027,0.042471,0.011583,0,0.0082645,0.042471,0.027957,0.23441,0.44037,0.31745,0.77892,0.32853,0.80689,0.67455,1.0397,0.72843,1.1683,1.2966,1.0671,1.5562,1.3502,1.7548,0.87952,1.4308,0.88025,2.082,1.0892,1.2969,0.66698,1.2342,0.69578,1.4467,0.56988,1.3284,0.6138,0.050225,0.12275,0.052101,0.12804,0.10278,0.15708,0.11079,0.17608,0.20297,0.16772,0.24275,0.20882,0.27292,0.13633,0.22314,0.1393,0.32344,0.16685,0.40256,0.20113,0.38224,0.20964,0.4525,0.17302,0.41614,0.18833
P1C6,R10C20,417,0.17659,70,0.14374,350,382,1.3571,1.377,0.67714,0.29143,0.028571,0.0028571,0,0.67539,0.27749,0.041885,0.0052356,0,0.045714,0.044503,0.063655,0.28953,0.25532,0.71547,1.1331,0.7437,1.1902,0.71801,1.1098,0.75592,1.181,1.7021,1.0611,2.0808,1.3707,2.0718,0.82902,1.6649,0.88856,2.4983,1.0762,1.087,0.61874,0.94849,0.64085,1.5559,0.51442,1.4185,0.6174,0.11085,0.17407,0.11483,0.18109,0.11161,0.17141,0.11738,0.18201,0.26933,0.16736,0.32823,0.21294,0.32772,0.13073,0.26416,0.14234,0.39414,0.16627,0.33801,0.18146,0.29501,0.19056,0.49031,0.1527,0.44759,0.18791
