Plate,Well,Cell_cnt,Large_nuc_ratio,Nofoci_cell_cnt,Nofoci_cell_ratio,Green_cell_cnt,Red_cell_cnt,Mean_green_foci_cnt,Mean_red_foci_cnt,Green_1foci_ratio,Green_2foci_ratio,Green_3_foci_ratio,Green_4foci_ratio,Green_5+foci_ratio,Red_1foci_ratio,Red_2foci_ratio,Red_3_foci_ratio,Red_4foci_ratio,Red_5+foci_ratio,Green_far_foci_ratio,Red_far_foci_ratio,Total_far_foci_ratio,1R1G_nuc_ratio,1R1G_touch_nuc_ratio,Avg_Green_mean_dist,Avg_Green_std_dist,Max_Green_mean_dist,Max_Green_std_dist,Avg_Red_mean_dist,Avg_Red_std_dist,Max_Red_mean_dist,Max_Red_std_dist,Avg_All_mean_dist,Avg_All_std_dist,Max_All_mean_dist,Max_All_std_dist,Avg_RG_mean_dist,Avg_RG_std_dist,Min_RG_mean_dist,Min_RG_std_dist,Max_RG_mean_dist,Max_RG_std_dist,Avg_green_periphery_mean_dist,Avg_green_periphery_std_dist,Min_green_periphery_mean_dist,Min_green_periphery_std_dist,Avg_red_periphery_mean_dist,Avg_red_periphery_std_dist,Min_red_periphery_mean_dist,Min_red_periphery_std_dist,Avg_Green_mean_dist_norm,Avg_Green_std_dist_norm,Max_Green_mean_dist_norm,Max_Green_std_dist_norm,Avg_Red_mean_dist_norm,Avg_Red_std_dist_norm,Max_Red_mean_dist_norm,Max_Red_std_dist_norm,Avg_All_mean_dist_norm,Avg_All_std_dist_norm,Max_All_mean_dist_norm,Max_All_std_dist_norm,Avg_RG_mean_dist_norm,Avg_RG_std_dist_norm,Min_RG_mean_dist_norm,Min_RG_std_dist_norm,Max_RG_mean_dist_norm,Max_RG_std_dist_norm,Avg_green_periphery_mean_dist_norm,Avg_green_periphery_std_dist_norm,Min_green_periphery_mean_dist_norm,Min_green_periphery_std_dist_norm,Avg_red_periphery_mean_dist_norm,Avg_red_periphery_std_dist_norm,Min_red_periphery_mean_dist_norm,Min_red_periphery_std_dist_norm
P1C6,R1C1,845,0.03876,316,0.27218,661,745,1.1437,1.349,0.8593,0.13767,0.0030257,0,0,0.69664,0.25906,0.042953,0.0013423,0,0.0045386,0.020134,0.015504,0.27132,0.34921,0.29237,0.75874,0.29365,0.76172,0.63867,1.035,0.66823,1.0927,1.3574,1.0688,1.5945,1.3107,1.8222,0.80961,1.5331,0.81155,2.1154,1.0085,1.0666,0.61431,1.0075,0.62763,1.3319,0.56622,1.2059,0.61252,0.047491,0.12379,0.047693,0.12425,0.10081,0.1619,0.10531,0.1704,0.22017,0.17039,0.25776,0.20691,0.29519,0.1254,0.24926,0.12945,0.34181,0.15486,0.34817,0.19492,0.32921,0.19993,0.43327,0.17501,0.3936,0.19372
P1C6,R1C2,709,0.073308,355,0.33365,549,591,1.1603,1.3181,0.84517,0.15118,0.0018215,0.0018215,0,0.7445,0.19628,0.055838,0.0033841,0,0.018215,0.025381,0.021617,0.23966,0.32941,0.35307,0.89105,0.35796,0.91218,0.55102,1.0077,0.59686,1.1157,1.2889,1.1424,1.4959,1.3823,1.886,0.87251,1.5994,0.88666,2.1687,1.0873,1.0982,0.65316,1.0368,0.6691,1.3179,0.605,1.2074,0.63606,0.056095,0.14173,0.056825,0.14452,0.087636,0.16141,0.094633,0.17696,0.20711,0.18214,0.23995,0.21938,0.30165,0.13582,0.25608,0.13901,0.34643,0.16879,0.3541,0.20372,0.33464,0.21027,0.42251,0.18313,0.38763,0.19646
P1C6,R1C3,668,0.047714,338,0.33598,529,554,1.1777,1.2978,0.83176,0.15879,0.0094518,0,0,0.73646,0.23105,0.030686,0.0018051,0,0.0037807,0.021661,0.013917,0.23757,0.30126,0.35971,0.84028,0.36761,0.8583,0.58409,1.0474,0.60725,1.0988,1.2935,1.1057,1.5085,1.3427,1.8756,0.84153,1.598,0.85982,2.1598,1.0248,1.0533,0.62756,0.98208,0.64005,1.2918,0.60486,1.1865,0.63714,0.056165,0.13,0.05734,0.13253,0.092127,0.16485,0.095444,0.17122,0.20674,0.17517,0.24041,0.21073,0.29966,0.13136,0.25619,0.13675,0.34409,0.15696,0.33747,0.19576,0.31542,0.20197,0.41224,0.18356,0.37921,0.19624
P1C6,R1C4,642,0.057057,357,0.35736,493,538,1.144,1.3197,0.86815,0.11968,0.01217,0,0,0.73048,0.22305,0.042751,0.0037175,0,0.014199,0.026022,0.02002,0.23323,0.27468,0.29517,0.82699,0.30459,0.86146,0.56731,1.0161,0.59796,1.0808,1.2786,1.1702,1.4737,1.3705,1.8955,0.88214,1.614,0.94522,2.1763,1.0292,1.0839,0.66872,1.0186,0.68433,1.3313,0.57872,1.2126,0.61952,0.047584,0.13199,0.049019,0.13702,0.089614,0.15986,0.094349,0.16951,0.20536,0.18672,0.2362,0.21701,0.30314,0.13652,0.25869,0.14886,0.34753,0.15781,0.34696,0.2078,0.32605,0.21341,0.42678,0.17514,0.38944,0.19007
P1C6,R1C5,509,0.058242,401,0.44066,408,413,1.1299,1.2591,0.8799,0.11029,0.0098039,0,0,0.76513,0.21308,0.01937,0.0024213,0,0.012255,0.024213,0.015385,0.22418,0.31373,0.25668,0.74551,0.26271,0.76633,0.5281,1.027,0.54625,1.0712,1.2592,1.1435,1.4382,1.353,1.8877,0.8754,1.6467,0.91649,2.1363,1.0333,1.0615,0.67304,1.0083,0.68262,1.3571,0.61375,1.2563,0.6335,0.039693,0.11552,0.040643,0.11888,0.08257,0.16003,0.085049,0.16514,0.20196,0.18472,0.22952,0.21424,0.30382,0.14403,0.26616,0.1525,0.34236,0.16372,0.34213,0.2197,0.32551,0.22362,0.43329,0.18931,0.40247,0.20025
P1C6,R1C6,576,0.058648,430,0.42744,459,447,1.146,1.3043,0.85839,0.13725,0.0043573,0,0,0.75391,0.19687,0.040268,0.0089485,0,0.021786,0.020134,0.017893,0.20179,0.33005,0.32271,0.84393,0.3257,0.85184,0.51647,0.95488,0.55008,1.0286,1.2142,1.1322,1.3979,1.356,1.8818,0.88336,1.6093,0.89214,2.1554,1.0911,1.1013,0.68796,1.0407,0.69605,1.2669,0.59071,1.1622,0.61092,0.050547,0.13112,0.050949,0.13199,0.079752,0.14659,0.084747,0.15699,0.19423,0.17943,0.22276,0.21193,0.30126,0.13751,0.25893,0.14215,0.34377,0.16623,0.35285,0.21292,0.33358,0.21728,0.40569,0.1797,0.37336,0.18935
P1C6,R1C7,574,0.063959,411,0.41726,447,472,1.1477,1.2712,0.8613,0.13199,0.0044743,0.0022371,0,0.75424,0.22246,0.021186,0.0021186,0,0.0089485,0.03178,0.019289,0.21523,0.25943,0.29717,0.77243,0.30173,0.7871,0.54817,1.0373,0.56628,1.0805,1.284,1.1534,1.4719,1.3568,1.9161,0.89346,1.6363,0.96864,2.2017,1.053,1.0111,0.64113,0.94025,0.65427,1.3308,0.57851,1.222,0.61483,0.046479,0.12147,0.047148,0.12346,0.085072,0.15785,0.087992,0.16519,0.20732,0.18479,0.23634,0.21315,0.30898,0.14205,0.26591,0.15721,0.35287,0.1603,0.32754,0.20231,0.30557,0.20798,0.43102,0.17789,0.39744,0.19356
P1C6,R1C8,199,0.046012,127,0.38957,138,185,1.1014,1.2054,0.89855,0.10145,0,0,0,0.81622,0.16216,0.021622,0,0,0,0.010811,0.006135,0.27607,0.42222,0.20764,0.64725,0.20764,0.64725,0.35528,0.79421,0.3634,0.8136,1.1098,0.93657,1.2296,1.0849,1.5811,0.66184,1.43,0.67408,1.7374,0.79568,1.0452,0.65161,1.0074,0.66489,1.3871,0.53479,1.3268,0.5612,0.040026,0.12756,0.040026,0.12756,0.069049,0.15815,0.07067,0.16204,0.20283,0.17264,0.22552,0.20367,0.28652,0.12372,0.25716,0.12098,0.31634,0.15559,0.37495,0.22754,0.3605,0.23252,0.51006,0.20605,0.48675,0.21371
P1C6,R1C9,679,0.034918,352,0.34142,559,571,1.1377,1.2697,0.86404,0.13417,0.0017889,0,0,0.75832,0.21541,0.024518,0.0017513,0,0.0089445,0.017513,0.014549,0.28516,0.28571,0.27764,0.75183,0.27846,0.75373,0.49869,0.94336,0.51429,0.97582,1.3019,1.0839,1.4785,1.2622,1.8221,0.8365,1.6059,0.87945,2.0439,0.97108,1.0178,0.69122,0.96378,0.70088,1.2711,0.57452,1.1789,0.59479,0.04506,0.12055,0.045186,0.12083,0.081841,0.15472,0.084692,0.16155,0.21568,0.18025,0.2447,0.20911,0.30242,0.1419,0.26692,0.14887,0.33878,0.16249,0.33539,0.22154,0.3176,0.22474,0.42164,0.18371,0.39139,0.19189
P1C6,R1C10,536,0.055789,414,0.43579,439,425,1.1412,1.2494,0.86788,0.12301,0.0091116,0,0,0.77412,0.20235,0.023529,0,0,0.018223,0.0070588,0.011579,0.22316,0.3066,0.29251,0.80808,0.2989,0.82938,0.42823,0.82374,0.44217,0.86747,1.1951,1.0794,1.3621,1.2813,1.8402,0.82064,1.6247,0.84584,2.0613,0.97066,1.0478,0.66018,0.98648,0.66888,1.3086,0.57884,1.217,0.60533,0.048298,0.13594,0.0493,0.13916,0.069883,0.13462,0.072024,0.14076,0.19584,0.17763,0.22315,0.21052,0.30142,0.13497,0.26581,0.13808,0.33779,0.1609,0.34335,0.21419,0.32337,0.21757,0.42616,0.17968,0.39627,0.18917
P1C6,R1C11,208,0.069909,121,0.36778,160,179,1.1375,1.2682,0.8625,0.1375,0,0,0,0.75978,0.21229,0.027933,0,0,0.0125,0.01676,0.015198,0.25532,0.42857,0.32827,0.88649,0.32827,0.88649,0.48859,0.91364,0.50751,0.96206,1.0793,0.9828,1.2684,1.2119,1.5284,0.69545,1.2617,0.73783,1.8126,0.91397,1.0801,0.6822,1.0283,0.7025,1.4411,0.53621,1.3511,0.56793,0.056099,0.15042,0.056099,0.15042,0.084468,0.15977,0.08774,0.16806,0.18678,0.17523,0.21938,0.21453,0.26566,0.13503,0.21935,0.14068,0.31493,0.1717,0.3707,0.23596,0.35266,0.24364,0.49087,0.19698,0.45965,0.20467
P1C6,R1C12,600,0.045086,509,0.45897,474,460,1.1181,1.2587,0.88397,0.11392,0.0021097,0,0,0.77391,0.20435,0.013043,0.0065217,0.0021739,0.0084388,0.017391,0.010821,0.20018,0.36036,0.25804,0.75827,0.25944,0.76299,0.47834,0.95677,0.49399,0.99671,1.1497,1.128,1.3041,1.3305,1.8183,0.89978,1.5762,0.90041,2.0595,1.0919,1.0008,0.64153,0.94908,0.65323,1.2846,0.55605,1.1943,0.5824,0.041599,0.12165,0.04181,0.12232,0.075304,0.14752,0.077711,0.1535,0.18645,0.18027,0.2109,0.21042,0.29367,0.13922,0.25563,0.1437,0.33155,0.16541,0.32849,0.20759,0.31165,0.21214,0.41724,0.17223,0.38887,0.18328
P1C6,R1C13,133,0.039216,122,0.47843,105,116,1.0667,1.1379,0.93333,0.066667,0,0,0,0.87931,0.10345,0.017241,0,0,0,0.0086207,0.0039216,0.27059,0.56522,0.098084,0.37857,0.098084,0.37857,0.25579,0.73793,0.26389,0.75826,0.9982,0.96353,1.0821,1.0721,1.4399,0.8098,1.324,0.79824,1.5519,0.91355,1.1437,0.62746,1.115,0.65643,1.4029,0.5225,1.3686,0.53426,0.017541,0.067677,0.017541,0.067677,0.041483,0.12169,0.04266,0.12427,0.17435,0.16839,0.18803,0.18385,0.2494,0.14062,0.23036,0.14115,0.26789,0.15484,0.39681,0.21191,0.38651,0.22262,0.48774,0.19586,0.4757,0.20062
P1C6,R1C14,577,0.075508,456,0.44143,459,448,1.1416,1.2299,0.86492,0.12854,0.0065359,0,0,0.80134,0.17188,0.022321,0.0044643,0,0.013072,0.022321,0.015489,0.19942,0.29126,0.29039,0.77585,0.29672,0.80472,0.42673,0.90459,0.45057,0.97737,1.1587,1.1193,1.3346,1.3323,1.8743,0.85156,1.6189,0.89358,2.1324,1.0165,0.97017,0.66554,0.91971,0.66326,1.3154,0.55211,1.2376,0.58239,0.046336,0.12277,0.047224,0.12612,0.069133,0.14725,0.072537,0.15574,0.19254,0.18783,0.22077,0.21964,0.31072,0.1448,0.26964,0.15254,0.35215,0.16692,0.32011,0.21438,0.30409,0.21482,0.43524,0.18467,0.41021,0.19453
P1C6,R1C15,545,0.061013,422,0.4364,443,434,1.1354,1.2811,0.87359,0.11738,0.0090293,0,0,0.75346,0.21889,0.020737,0.0069124,0,0.0045147,0.013825,0.008273,0.212,0.2878,0.25857,0.71427,0.26205,0.72402,0.47406,0.87644,0.49471,0.92973,1.2341,1.0737,1.4161,1.2781,1.8598,0.81656,1.6217,0.83905,2.093,0.9633,0.9813,0.6469,0.93561,0.65776,1.3245,0.57054,1.2274,0.59785,0.041459,0.11374,0.042049,0.11551,0.07452,0.13601,0.077548,0.14293,0.20047,0.17287,0.2289,0.20184,0.30031,0.12825,0.26316,0.13556,0.33661,0.14671,0.31716,0.20282,0.30259,0.20735,0.42843,0.17464,0.39794,0.1857
P1C6,R1C16,649,0.049815,435,0.40129,520,525,1.1769,1.2648,0.84038,0.14231,0.017308,0,0,0.76762,0.2019,0.028571,0.0019048,0,0.0076923,0.015238,0.01107,0.21863,0.24473,0.3181,0.77493,0.33003,0.81454,0.48298,0.93705,0.50503,0.99677,1.2929,1.1316,1.4874,1.3429,1.9447,0.81551,1.6855,0.86579,2.1938,0.9425,1.005,0.61814,0.93475,0.62871,1.297,0.57329,1.2101,0.58628,0.051002,0.12256,0.052693,0.1273,0.076753,0.14804,0.080038,0.15603,0.2131,0.1861,0.24373,0.21573,0.32131,0.13532,0.28006,0.14695,0.361,0.15056,0.33257,0.20083,0.31011,0.20603,0.42888,0.18587,0.40115,0.19047
P1C6,R1C17,84,0.15484,71,0.45806,66,74,1.1667,1.3514,0.83333,0.16667,0,0,0,0.75676,0.16216,0.054054,0.027027,0,0,0.067568,0.032258,0.24516,0.36842,0.30313,0.69976,0.30313,0.69976,0.56369,1.0928,0.64514,1.3043,1.2668,0.95798,1.5028,1.2828,1.6373,0.66755,1.3511,0.63783,1.9286,1.0274,1.0165,0.65326,0.96552,0.65219,1.4607,0.59616,1.3596,0.67916,0.053028,0.12244,0.053028,0.12244,0.10624,0.20285,0.12182,0.24045,0.2386,0.18046,0.28173,0.23807,0.30094,0.12028,0.25195,0.12425,0.35209,0.17789,0.37875,0.25556,0.36026,0.25416,0.54053,0.21381,0.50352,0.24466
P1C6,R1C18,568,0.045455,488,0.46212,441,465,1.1429,1.3011,0.86848,0.12018,0.011338,0,0,0.73978,0.22151,0.036559,0.0021505,0,0.0068027,0.030108,0.016098,0.19981,0.33649,0.2555,0.69146,0.26315,0.71652,0.54706,0.99497,0.57983,1.0712,1.2219,1.1007,1.4121,1.3363,1.8423,0.88475,1.5841,0.87321,2.0952,1.0803,1.0578,0.64734,1.0011,0.65582,1.3032,0.58011,1.1993,0.62051,0.040318,0.10817,0.041428,0.11147,0.086716,0.156,0.091574,0.16652,0.19892,0.17608,0.22898,0.21118,0.29903,0.13565,0.25796,0.13722,0.33938,0.16471,0.34703,0.20903,0.32916,0.21319,0.42573,0.18032,0.39304,0.19622
P1C6,R1C19,187,0.10101,110,0.37037,151,172,1.1656,1.2674,0.8543,0.12583,0.019868,0,0,0.75581,0.22093,0.023256,0,0,0.013245,0,0.006734,0.30976,0.55435,0.29554,0.74444,0.31144,0.79556,0.47837,0.8823,0.48902,0.90917,1.2389,0.93519,1.4118,1.1272,1.5417,0.69522,1.3279,0.71034,1.7645,0.86523,1.1709,0.643,1.1236,0.65949,1.4406,0.54077,1.3276,0.58114,0.049658,0.12801,0.051914,0.13393,0.07899,0.148,0.080517,0.15123,0.20986,0.16006,0.23836,0.19116,0.26091,0.11989,0.22643,0.12483,0.29739,0.14636,0.39494,0.21195,0.37981,0.21869,0.48913,0.18965,0.45286,0.2069
P1C6,R1C20,699,0.053659,531,0.43171,520,588,1.1096,1.2772,0.89423,0.10192,0.0038462,0,0,0.7517,0.22109,0.02551,0.0017007,0,0.0057692,0.02381,0.013821,0.20976,0.34109,0.2112,0.64635,0.2119,0.64782,0.50525,0.94121,0.52425,0.98971,1.1865,1.0836,1.3461,1.2704,1.7716,0.83316,1.5458,0.84338,2.001,0.99938,0.98871,0.64445,0.94891,0.65221,1.2661,0.57986,1.1736,0.60718,0.034003,0.10343,0.034125,0.10371,0.081902,0.15071,0.084738,0.15723,0.19553,0.1764,0.22141,0.20523,0.29277,0.13249,0.25613,0.13639,0.32996,0.15654,0.32958,0.21239,0.31666,0.216,0.41665,0.18119,0.38688,0.19272
P1C6,R1C21,151,0.07037,119,0.44074,113,147,1.0973,1.1973,0.90265,0.097345,0,0,0,0.82993,0.14286,0.027211,0,0,0.026549,0.013605,0.014815,0.3,0.34568,0.22233,0.7434,0.22233,0.7434,0.33555,0.78032,0.35568,0.83839,1.2017,0.83754,1.3417,1.0263,1.5303,0.59385,1.3536,0.59089,1.7088,0.81664,1.091,0.63642,1.0522,0.6511,1.4251,0.49208,1.3575,0.52705,0.040087,0.13644,0.040087,0.13644,0.061607,0.14608,0.065091,0.15507,0.22262,0.16108,0.24812,0.19537,0.28141,0.11852,0.2503,0.11958,0.31332,0.15772,0.39947,0.24047,0.38544,0.24735,0.51828,0.19855,0.4932,0.20947
P1C6,R1C22,733,0.044712,430,0.36973,604,588,1.1474,1.3112,0.85762,0.13742,0.0049669,0,0,0.72109,0.2483,0.028912,0.0017007,0,0.018212,0.02381,0.019776,0.23302,0.35424,0.3083,0.81659,0.31141,0.82528,0.58467,1.0146,0.60785,1.0711,1.2472,1.0711,1.4509,1.3088,1.7819,0.86091,1.5038,0.88507,2.0573,1.0541,1.0401,0.65521,0.98582,0.66047,1.2788,0.53073,1.1596,0.56452,0.048606,0.12754,0.049107,0.12896,0.092545,0.15828,0.095953,0.16568,0.20355,0.17151,0.23565,0.20626,0.29005,0.13348,0.24625,0.14119,0.33344,0.16,0.34209,0.21286,0.32499,0.21581,0.42033,0.16625,0.38249,0.18029
P1C6,R1C23,697,0.021127,439,0.38644,560,574,1.1554,1.2387,0.85536,0.13393,0.010714,0,0,0.79094,0.18118,0.026132,0.0017422,0,0.010714,0.012195,0.010563,0.25088,0.31228,0.30531,0.78969,0.3136,0.83083,0.41622,0.85918,0.43437,0.91156,1.2569,1.065,1.4275,1.2557,1.8034,0.84309,1.584,0.87982,2.0256,0.98946,0.98743,0.61846,0.92702,0.63546,1.2994,0.56575,1.2119,0.60491,0.051117,0.13221,0.05231,0.13696,0.068362,0.14006,0.071192,0.14749,0.21081,0.17674,0.23892,0.20673,0.30227,0.13719,0.26641,0.14518,0.33855,0.15801,0.33235,0.20472,0.31202,0.2109,0.43485,0.18088,0.40617,0.1959
P1C6,R1C24,98,0.043716,85,0.46448,72,81,1.0972,1.2222,0.90278,0.097222,0,0,0,0.83951,0.11111,0.037037,0.012346,0,0,0.024691,0.010929,0.24044,0.47727,0.21015,0.66486,0.21015,0.66486,0.36208,0.91016,0.42176,1.1526,1.0007,0.98307,1.1735,1.274,1.4795,0.71113,1.3715,0.73763,1.5874,0.7802,1.2655,0.67806,1.2315,0.68469,1.3256,0.62299,1.2882,0.66108,0.038038,0.12517,0.038038,0.12517,0.073634,0.18594,0.085002,0.22964,0.1917,0.19211,0.22625,0.25281,0.27668,0.14299,0.25576,0.1463,0.29759,0.1592,0.47256,0.26292,0.46104,0.2658,0.50669,0.24767,0.49123,0.26176
P1C6,R2C1,646,0.070628,246,0.27578,512,582,1.1777,1.3368,0.83594,0.15039,0.013672,0,0,0.71306,0.24399,0.039519,0.0017182,0.0017182,0.015625,0.027491,0.025785,0.28587,0.31765,0.36734,0.88847,0.37501,0.90886,0.62501,1.0473,0.65583,1.1133,1.4922,1.0782,1.7432,1.3304,1.923,0.81843,1.6394,0.85523,2.2182,1.0375,1.1034,0.68861,1.0229,0.71002,1.26,0.58314,1.1438,0.60314,0.056645,0.1355,0.057884,0.13912,0.097049,0.16392,0.10161,0.17289,0.23607,0.17132,0.27471,0.20721,0.30342,0.12841,0.25987,0.13687,0.34879,0.15798,0.34728,0.21157,0.32236,0.21926,0.39932,0.17606,0.36363,0.18551
P1C6,R2C2,788,0.058128,227,0.22365,631,713,1.1553,1.2945,0.8542,0.13629,0.0095087,0,0,0.74053,0.22581,0.032258,0.0014025,0,0.012678,0.029453,0.026601,0.34286,0.32184,0.32471,0.85968,0.33011,0.87111,0.54589,1.0034,0.57272,1.071,1.4573,1.0996,1.6789,1.3233,1.8806,0.87171,1.6394,0.89226,2.1322,1.0436,1.0292,0.64319,0.96921,0.65051,1.2512,0.58634,1.1472,0.61194,0.051781,0.13684,0.052648,0.13868,0.086055,0.15672,0.090219,0.16689,0.23629,0.1752,0.27138,0.2088,0.30532,0.13739,0.26697,0.14323,0.34534,0.16254,0.33545,0.20811,0.31638,0.21198,0.40624,0.18163,0.37361,0.19298
P1C6,R2C3,661,0.070601,288,0.30348,554,570,1.1733,1.3754,0.83574,0.15523,0.0090253,0,0,0.69123,0.24912,0.052632,0.0070175,0,0.01444,0.02807,0.022129,0.27503,0.30651,0.35736,0.86024,0.36365,0.87657,0.65974,1.0659,0.69822,1.1435,1.4947,1.0992,1.7567,1.3536,1.9184,0.85742,1.6098,0.89935,2.2395,1.0815,1.0739,0.65516,1.0092,0.6683,1.2815,0.55677,1.1592,0.58225,0.055738,0.13266,0.05673,0.1354,0.10208,0.16426,0.10786,0.17528,0.23686,0.17182,0.27732,0.20778,0.30395,0.12972,0.25621,0.1401,0.35351,0.1598,0.34094,0.20347,0.32083,0.2085,0.40599,0.16798,0.36854,0.1795
P1C6,R2C4,777,0.068352,291,0.27247,659,686,1.1669,1.3397,0.84977,0.13657,0.010622,0.0030349,0,0.71574,0.23469,0.043732,0.0058309,0,0.015175,0.037901,0.030899,0.31648,0.32544,0.31816,0.81009,0.32695,0.83517,0.61149,1.0418,0.64886,1.1227,1.4683,1.049,1.7206,1.3112,1.8425,0.85393,1.5566,0.86349,2.1287,1.0774,1.0573,0.6576,0.99909,0.6676,1.2263,0.5785,1.1057,0.60127,0.051663,0.13086,0.052973,0.13433,0.096372,0.16198,0.10207,0.17391,0.23981,0.16769,0.28004,0.20735,0.30074,0.13463,0.25526,0.13916,0.34634,0.16703,0.34395,0.20622,0.32512,0.20986,0.40129,0.1823,0.36362,0.19367
P1C6,R2C5,886,0.042571,312,0.26043,725,770,1.1434,1.2961,0.86069,0.13517,0.0041379,0,0,0.73766,0.22987,0.031169,0.0012987,0,0.01931,0.018182,0.022538,0.30301,0.26171,0.30473,0.83697,0.30686,0.8427,0.54464,0.96008,0.56657,1.0115,1.4141,1.0815,1.6355,1.2863,1.8663,0.83026,1.5949,0.89623,2.1411,0.97621,0.94308,0.61857,0.88747,0.63444,1.2148,0.56616,1.1085,0.58915,0.049956,0.1351,0.050264,0.1358,0.087716,0.15391,0.091225,0.16215,0.23391,0.17656,0.2699,0.20815,0.30845,0.13363,0.26451,0.14674,0.35295,0.15383,0.31078,0.195,0.29262,0.201,0.40021,0.17684,0.36619,0.18794
P1C6,R2C6,654,0.036885,322,0.32992,527,539,1.1613,1.3247,0.85199,0.13472,0.013283,0,0,0.70872,0.25974,0.029685,0.0018553,0,0.011385,0.022263,0.018443,0.23668,0.32468,0.30506,0.796,0.3116,0.81547,0.59452,0.99071,0.61706,1.0459,1.3169,1.1422,1.5399,1.3643,1.9057,0.88086,1.6258,0.92866,2.1902,1.0291,1.0216,0.63012,0.95088,0.64902,1.3031,0.56661,1.1837,0.59822,0.047925,0.12446,0.048963,0.12766,0.095263,0.15892,0.098945,0.16823,0.21279,0.18419,0.2482,0.21793,0.30778,0.14078,0.26344,0.15113,0.35294,0.16136,0.33052,0.19887,0.30809,0.20606,0.42255,0.18034,0.38452,0.19272
P1C6,R2C7,621,0.083158,329,0.34632,515,519,1.1417,1.3314,0.86602,0.12621,0.007767,0,0,0.71869,0.24277,0.030829,0.0038536,0.0038536,0.01165,0.032755,0.023158,0.26105,0.33065,0.29595,0.81378,0.30075,0.82713,0.57537,0.98721,0.60958,1.0693,1.341,1.0683,1.5493,1.2921,1.8459,0.79542,1.5738,0.83871,2.1115,0.98248,1.1263,0.68689,1.0648,0.70192,1.3108,0.58232,1.2031,0.60709,0.045458,0.12271,0.046175,0.12464,0.090814,0.15505,0.09572,0.16553,0.21418,0.16855,0.2466,0.20077,0.2953,0.12366,0.2529,0.13291,0.33662,0.14873,0.35855,0.20957,0.33946,0.21584,0.41942,0.17617,0.38553,0.18664
P1C6,R2C8,728,0.053982,402,0.35575,578,603,1.1332,1.2537,0.86851,0.12976,0.0017301,0,0,0.77612,0.19735,0.023217,0.0033167,0,0.0086505,0.018242,0.014159,0.25841,0.29452,0.27983,0.76108,0.28045,0.76283,0.44851,0.89169,0.4702,0.95082,1.2582,1.0808,1.4446,1.2984,1.8828,0.82227,1.6517,0.82838,2.1127,0.97609,1.046,0.6638,0.99517,0.68128,1.2727,0.573,1.1942,0.58997,0.044891,0.12156,0.044976,0.12175,0.071895,0.14296,0.075747,0.15561,0.20593,0.17488,0.23618,0.21004,0.30764,0.12868,0.27025,0.13185,0.34478,0.15242,0.34348,0.21074,0.32699,0.21719,0.41395,0.17129,0.38882,0.17965
P1C6,R2C9,678,0.043738,328,0.32604,543,568,1.1436,1.2641,0.86188,0.1326,0.0055249,0,0,0.76585,0.20423,0.02993,0,0,0.020258,0.015845,0.016899,0.27932,0.35231,0.31476,0.83421,0.31844,0.84739,0.46804,0.91646,0.48271,0.95409,1.2677,1.0809,1.4499,1.3007,1.7929,0.84609,1.5577,0.85137,2.0349,1.0509,1.0034,0.63688,0.94473,0.65129,1.2625,0.56134,1.1785,0.56763,0.049611,0.12961,0.050117,0.13111,0.073968,0.14305,0.076124,0.14808,0.209,0.17604,0.23755,0.20646,0.29527,0.13517,0.2583,0.141,0.33309,0.16059,0.33236,0.20865,0.31393,0.21468,0.41667,0.17345,0.39004,0.17974
P1C6,R2C10,708,0.059246,406,0.36445,574,578,1.1341,1.2872,0.87805,0.1115,0.0087108,0.0017422,0,0.77163,0.18339,0.036332,0.0069204,0.0017301,0.022648,0.031142,0.02693,0.26032,0.34483,0.28069,0.80519,0.29143,0.84334,0.48217,0.94746,0.52395,1.0647,1.2601,1.1283,1.4373,1.3354,1.8285,0.87062,1.5973,0.91447,2.0604,1.027,1.0011,0.66068,0.95359,0.67466,1.2363,0.58198,1.1443,0.60355,0.044439,0.12735,0.045972,0.13226,0.075629,0.14694,0.081745,0.16284,0.20321,0.17866,0.23078,0.20827,0.29531,0.13491,0.2592,0.14449,0.33169,0.15608,0.32747,0.21111,0.31243,0.21659,0.40024,0.17794,0.37142,0.18715
P1C6,R2C11,793,0.029647,455,0.36458,634,652,1.1341,1.2331,0.87697,0.11199,0.011041,0,0,0.78681,0.19632,0.013804,0.0030675,0,0.0094637,0.010736,0.010417,0.26442,0.30909,0.26278,0.74327,0.26908,0.76232,0.42062,0.85255,0.43259,0.88317,1.2153,1.0824,1.3663,1.2418,1.7959,0.84096,1.5948,0.8815,1.9981,0.95256,1.0017,0.6328,0.95132,0.64554,1.1979,0.56762,1.1125,0.59041,0.044123,0.12434,0.045094,0.12692,0.069352,0.13921,0.071269,0.14389,0.20476,0.18021,0.22985,0.20581,0.30254,0.1388,0.26915,0.1471,0.33625,0.15617,0.33742,0.2066,0.3204,0.21173,0.40128,0.17666,0.37297,0.18658
